,item,IAB_Candidates,scores
1574,'eating place',"['Food Industry', 'Malls & Shopping Centers', 'Bars & Restaurants', 'Food & Drink', 'World Cuisines', 'Cooking', 'Desserts and Baking', 'Dining Out']",3
1575,'eatery',"['Food Industry', 'Malls & Shopping Centers', 'Bars & Restaurants', 'Food & Drink', 'World Cuisines', 'Cooking', 'Desserts and Baking', 'Dining Out']",3
1576,'rotisserie',['Cooking'],3
1577,'sarong',"[""Women's Clothing"", ""Men's Clothing""]",3
1578,'sax',"['Musical Instruments', 'Music and Audio', 'Music and Audio']",3
1579,'saxophone',"['Musical Instruments', 'Music and Audio', 'Music and Audio']",3
1580,'scale',"['Technology Industry', 'Technology & Computing', 'Consumer Electronics']",3
1581,'weighing machine',"['Technology Industry', 'Technology & Computing', 'Consumer Electronics']",3
1582,'school bus',"['Commercial Trucks', 'Auto Type', 'Primary Education']",3
1583,'sewing machine',"['Apparel Industry', 'Consumer Electronics', 'Style & Fashion', 'Hobbies & Interests', 'Style & Fashion', 'Hobbies & Interests']",3
1584,'shopping basket',['Holiday Shopping'],3
1585,'shower cap',"[""Men's Clothing"", 'Bath and Shower']",3
1586,'shower curtain',['Bath and Shower'],3
1587,'ski mask',"[""Women's Clothing"", ""Men's Clothing""]",3
1588,'slide rule',"['Education industry', 'Technology Industry', 'Technology & Computing']",3
1589,'slipstick',"['Education industry', 'Technology Industry', 'Technology & Computing']",3
1590,'sliding door',['Home & Garden'],3
1591,'slot',"['Casinos & Gambling', 'Consumer Electronics', 'Video Gaming', 'Video Gaming']",3
1592,'one-armed bandit',"['Casinos & Gambling', 'Consumer Electronics', 'Video Gaming', 'Video Gaming']",3
1593,'snorkel',"['Apparel Industry', 'Outdoor Activities']",3
1594,'snowmobile',['Auto Rentals'],3
1595,'sock',"[""Women's Clothing"", ""Men's Clothing"", ""Men's Casual Wear""]",3
1596,'solar dish',['Technology Industry'],3
1597,'solar collector',['Technology Industry'],3
1598,'solar furnace',['Technology Industry'],3
1599,'soup bowl',['Food & Drink'],3
1600,'space bar',"['Technology Industry', 'Technology & Computing', 'Consumer Electronics']",3
1601,'space heater',"['Home Appliances', 'Consumer Electronics']",3
1602,'spatula',"['Cooking', 'Desserts and Baking']",3
1603,'spider web',['Home & Garden'],3
1604,"""spider's web""",['Home & Garden'],3
1605,'spotlight',"['Technology Industry', 'Consumer Electronics']",3
1606,'spot',"['Technology Industry', 'Consumer Electronics']",3
1607,'stage',"['Entertainment Industry', 'Theater Venues and Events']",3
1608,'steel drum',"['Musical Instruments', 'Music and Audio', 'Music and Audio']",3
1609,'stopwatch',"[""Women's Jewelry and Watches"", 'Consumer Electronics']",3
1610,'stop watch',"[""Women's Jewelry and Watches"", 'Consumer Electronics']",3
1611,'stove',"['Cooking', 'Home Appliances']",3
1612,'strainer',['Cooking'],3
1613,'streetcar',['Rail Travel'],3
1614,'tram',['Rail Travel'],3
1615,'tramcar',['Rail Travel'],3
1616,'trolley',['Rail Travel'],3
1617,'trolley car',['Rail Travel'],3
1618,'sunglasses',['Style & Fashion'],3
1619,'dark glasses',['Style & Fashion'],3
1620,'shades',['Style & Fashion'],3
1621,'sweatshirt',"[""Men's Casual Wear""]",3
1622,'swimming trunks',"[""Women's Clothing"", ""Men's Clothing""]",3
1623,'bathing trunks',"[""Women's Clothing"", ""Men's Clothing""]",3
1624,'switch',['Consumer Electronics'],3
1625,'electric switch',['Consumer Electronics'],3
1626,'electrical switch',['Consumer Electronics'],3
1627,'tape player',"['Music and Audio', 'Consumer Electronics']",3
1628,'teapot',['Cooking'],3
1629,'teddy',"[""Children's Games and Toys"", 'Birthday']",3
1630,'teddy bear',"[""Children's Games and Toys"", 'Birthday']",3
1631,'tennis ball',['Sports'],3
1632,'thatch',['Houses'],3
1633,'thatched roof',['Houses'],3
1634,'toaster',"['Home Appliances', 'Consumer Electronics']",3
1635,'tobacco shop',"['Retail Industry', 'Retail Property', 'Shopping']",3
1636,'tobacconist shop',"['Retail Industry', 'Retail Property', 'Shopping']",3
1637,'tobacconist',"['Retail Industry', 'Retail Property', 'Shopping']",3
1638,'toilet seat',['Home Appliances'],3
1639,'tow truck',"['Commercial Trucks', 'Pickup Trucks', 'Road-Side Assistance']",3
1640,'tow car',"['Commercial Trucks', 'Pickup Trucks', 'Road-Side Assistance']",3
1641,'wrecker',"['Commercial Trucks', 'Pickup Trucks', 'Road-Side Assistance']",3
1642,'tractor',"['Commercial Trucks', 'Pickup Trucks']",3
1643,'trailer truck',"['Commercial Trucks', 'Pickup Trucks', 'Logistics and Transportation Industry']",3
1644,'tractor trailer',"['Commercial Trucks', 'Pickup Trucks', 'Logistics and Transportation Industry']",3
1645,'trucking rig',"['Commercial Trucks', 'Pickup Trucks', 'Logistics and Transportation Industry']",3
1646,'rig',"['Commercial Trucks', 'Pickup Trucks', 'Logistics and Transportation Industry']",3
1647,'articulated lorry',"['Commercial Trucks', 'Pickup Trucks', 'Logistics and Transportation Industry']",3
1648,'semi',"['Commercial Trucks', 'Pickup Trucks', 'Logistics and Transportation Industry']",3
1649,'trench coat',"[""Men's Clothing""]",3
1650,'tripod',['Technology Industry'],3
1651,'trombone',['Musical Instruments'],3
1652,'vat',['Bath and Shower'],3
1653,'turnstile',['Technology Industry'],3
1654,'typewriter keyboard',['Consumer Electronics'],3
1655,'umbrella',['Travel Accessories'],3
1656,'upright',['Musical Instruments'],3
1657,'upright piano',['Musical Instruments'],3
1658,'vacuum',['Consumer Electronics'],3
1659,'vacuum cleaner',['Consumer Electronics'],3
1660,'velvet',"[""Women's Clothing"", ""Women's Formal Wear"", ""Men's Clothing"", ""Men's Formal Wear""]",3
1661,'vending machine',"['Food Industry', 'Retail Industry', 'Technology Industry', 'Technology & Computing']",3
1662,'vestment',"[""Men's Clothing""]",3
1663,'violin',['Musical Instruments'],3
1664,'fiddle',['Musical Instruments'],3
1665,'volleyball',['Sports'],3
1666,'waffle iron',['Consumer Electronics'],3
1667,'wall clock',"['Technology Industry', 'Technology & Computing']",3
1668,'wallet',"[""Women's Handbags and Wallets""]",3
1669,'billfold',"[""Women's Handbags and Wallets""]",3
1670,'notecase',"[""Women's Handbags and Wallets""]",3
1671,'pocketbook',"[""Women's Handbags and Wallets""]",3
1672,'wardrobe',"['Style & Fashion', ""Women's Clothing"", ""Men's Clothing"", ""Men's Formal Wear""]",3
1673,'closet',"['Style & Fashion', ""Women's Clothing"", ""Men's Clothing"", ""Men's Formal Wear""]",3
1674,'press',"['Style & Fashion', ""Women's Clothing"", ""Men's Clothing"", ""Men's Formal Wear""]",3
1675,'warplane',"['Aviation Industry', 'Air Travel']",3
1676,'military plane',"['Aviation Industry', 'Air Travel']",3
1677,'washer',"['Home Appliances', 'Consumer Electronics']",3
1678,'automatic washer',"['Home Appliances', 'Consumer Electronics']",3
1679,'washing machine',"['Home Appliances', 'Consumer Electronics']",3
1680,'water bottle',['Food & Drink'],3
1681,'wig',['Style & Fashion'],3
1682,'window screen',['Home & Garden'],3
1683,'window shade',['Home & Garden'],3
1684,'wine bottle',"['Food Industry', 'Cooking', 'Dining Out']",3
1685,'wooden spoon',"['Food & Drink', 'Cooking', 'Desserts and Baking']",3
1686,'yurt',['Houses'],3
1687,'crossword puzzle',['Games and Puzzles'],3
1688,'crossword',['Games and Puzzles'],3
1689,'street sign',['Road-Side Assistance'],3
1690,'book jacket',['Books and Literature'],3
1691,'dust cover',['Books and Literature'],3
1692,'dust jacket',['Books and Literature'],3
1693,'dust wrapper',['Books and Literature'],3
1694,'menu',"['Dining Out', 'Technology & Computing', 'Technology & Computing']",3
1695,'plate',"['Barbecues and Grilling', 'Cooking', 'Desserts and Baking']",3
1696,'guacamole',"['Food & Drink', 'Cooking', 'Events and Attractions', 'Events and Attractions']",3
1697,'consomme',"['Food Industry', 'Food & Drink', 'Cooking']",3
1698,'hot pot',"['Cooking', 'Healthy Living', 'Shopping', 'Healthy Living', 'Shopping']",3
1699,'hotpot',"['Cooking', 'Healthy Living', 'Shopping', 'Healthy Living', 'Shopping']",3
1700,'trifle',"['Food & Drink', 'Cooking']",3
1701,'ice cream',"['Food & Drink', 'Desserts and Baking']",3
1702,'icecream',"['Food & Drink', 'Desserts and Baking']",3
1703,'ice lolly',['Desserts and Baking'],3
1704,'lolly',['Desserts and Baking'],3
1705,'lollipop',['Desserts and Baking'],3
1706,'popsicle',['Desserts and Baking'],3
1707,'French loaf',"['Food & Drink', 'Cooking']",3
1708,'bagel',"['Food Industry', 'Bars & Restaurants', 'Food & Drink', 'Cooking', 'Dining Out', 'Grocery Shopping']",3
1709,'beigel',"['Food Industry', 'Bars & Restaurants', 'Food & Drink', 'Cooking', 'Dining Out', 'Grocery Shopping']",3
1710,'pretzel',"['Food & Drink', 'Cooking']",3
1711,'cheeseburger',"['Food Industry', 'Cooking', 'Travel', 'Travel']",3
1712,'hotdog',"['Food & Drink', 'Barbecues and Grilling', 'Cooking']",3
1713,'hot dog',"['Food & Drink', 'Barbecues and Grilling', 'Cooking']",3
1714,'red hot',"['Food & Drink', 'Barbecues and Grilling', 'Cooking']",3
1715,'mashed potato',"['Food & Drink', 'Cooking']",3
1716,'head cabbage',"['Cooking', 'Healthy Living', 'Healthy Living']",3
1717,'broccoli',"['Cooking', 'Healthy Living', 'Healthy Living']",3
1718,'cauliflower',"['Cooking', 'Healthy Living', 'Healthy Living']",3
1719,'spaghetti squash',['Cooking'],3
1720,'acorn squash',"['Desserts and Baking', 'Healthy Living', 'Healthy Living']",3
1721,'butternut squash',"['Cooking', 'Desserts and Baking', 'Healthy Living', 'Healthy Living']",3
1722,'artichoke',"['Desserts and Baking', 'Healthy Living', 'Healthy Living']",3
1723,'globe artichoke',"['Desserts and Baking', 'Healthy Living', 'Healthy Living']",3
1724,'bell pepper',"['Cooking', 'Home & Garden', 'Healthy Living', 'Home & Garden', 'Healthy Living']",3
1725,'strawberry',['Food & Drink'],3
1726,'orange',['Food & Drink'],3
1727,'lemon',['Food & Drink'],3
1728,'banana',"['Food & Drink', 'Desserts and Baking', 'Healthy Living', 'Home & Garden', 'Healthy Living', 'Home & Garden']",3
1729,'custard apple',['Food & Drink'],3
1730,'carbonara',"['Food & Drink', 'Cooking']",3
1731,'chocolate sauce',"['Food & Drink', 'Cooking', 'Desserts and Baking', 'Food & Drink', 'Food & Drink']",3
1732,'chocolate syrup',"['Food & Drink', 'Cooking', 'Desserts and Baking', 'Food & Drink', 'Food & Drink']",3
1733,'dough',"['Food & Drink', 'Cooking']",3
1734,'meat loaf',"['Food & Drink', 'Cooking']",3
1735,'meatloaf',"['Food & Drink', 'Cooking']",3
1736,'pizza',"['Food & Drink', 'Cooking', 'Dining Out', 'Grocery Shopping']",3
1737,'pizza pie',"['Food & Drink', 'Cooking', 'Dining Out', 'Grocery Shopping']",3
1738,'potpie',['Cooking'],3
1739,'burrito',"['Food Industry', 'Food & Drink', 'Cooking', 'Desserts and Baking', 'Dining Out']",3
1740,'red wine',"['Bars & Restaurants', 'Cooking']",3
1741,'espresso',"['Food Industry', 'Bars & Restaurants', 'Cooking', 'Dining Out']",3
1742,'eggnog',"['Alcoholic Beverages', 'Cooking', 'Events and Attractions', 'Religion & Spirituality', 'Pop Culture', 'Events and Attractions', 'Religion & Spirituality', 'Pop Culture']",3
1743,'bubble',"[""Children's Games and Toys""]",3
1744,'lakeside',['Parks & Nature'],3
1745,'lakeshore',['Parks & Nature'],3
1746,'sandbar',['Beach Travel'],3
1747,'sand bar',['Beach Travel'],3
1748,'seashore',"['Travel Locations', 'Beach Travel']",3
1749,'coast',"['Travel Locations', 'Beach Travel']",3
1750,'seacoast',"['Travel Locations', 'Beach Travel']",3
1751,'sea-coast',"['Travel Locations', 'Beach Travel']",3
1752,'ballplayer',['Sports'],3
1753,'baseball player',['Sports'],3
1754,"""yellow lady's slipper""","['Flower Shopping', 'Home & Garden', 'Home & Garden']",3
1755,'yellow lady-slipper',"['Flower Shopping', 'Home & Garden', 'Home & Garden']",3
1756,'Cypripedium calceolus',"['Flower Shopping', 'Home & Garden', 'Home & Garden']",3
1757,'Cypripedium parviflorum',"['Flower Shopping', 'Home & Garden', 'Home & Garden']",3
1758,'corn',"['Food Industry', 'Cooking']",3
1759,'hip',"['Flower Shopping', 'Home & Garden', 'Home & Garden']",3
1760,'rose hip',"['Flower Shopping', 'Home & Garden', 'Home & Garden']",3
1761,'rosehip',"['Flower Shopping', 'Home & Garden', 'Home & Garden']",3
1762,"Violin, fiddle",['Musical Instruments'],3
1763,Vocal music,"['Concerts & Music Events', 'Music and Audio']",3
1764,'hair spray',['Beauty'],3
1765,Water,"['Food & Drink', 'Bath and Shower']",3
1766,kissing,['Dating'],3
1767,'screen',['Desktops'],3
1768,'CRT screen',['Desktops'],3
1769,'mouse',['Desktops'],3
1770,'computer mouse',['Desktops'],3
1771,Wedding music,"['Wedding', 'Music and Audio']",3
1772,Whimper (dog),['Dogs'],3
1773,Wild animals,"['Parks & Nature', 'Zoos & Aquariums']",3
1774,ice fishing,['Polar Travel'],3
1775,"Wind instrument, woodwind instrument",['Musical Instruments'],3
1776,Wind noise (microphone),['Music and Audio'],3
1777,Wood block,"[""Children's Games and Toys""]",3
1778,Writing,['Books and Literature'],3
1779,texting,['Smartphones'],3
1780,Traffic light,"['Travel', 'Travel']",3
1781,Traffic sign,['Travel'],3
1782,Zipper (clothing),"[""Men's Clothing"", ""Men's Casual Wear"", ""Women's Clothing"", ""Women's Formal Wear""]",3
1783,Marine mammal,['Zoos & Aquariums'],3
1784,'anemone fish',"['Zoos & Aquariums', 'Pets', 'Pets']",3
1785,'apiary',"['Pets', 'Pets']",3
1786,'bee house',"['Pets', 'Pets']",3
1787,'Arctic fox',"['Travel', 'Travel']",3
1788,'white fox',"['Travel', 'Travel']",3
1789,'Alopex lagopus',"['Travel', 'Travel']",3
1790,'bathing cap',"['Healthy Living', 'Medical Health', 'Education', 'Sports', 'Healthy Living', 'Medical Health', 'Education', 'Sports']",3
1791,'swimming cap',"['Healthy Living', 'Medical Health', 'Education', 'Sports', 'Healthy Living', 'Medical Health', 'Education', 'Sports']",3
1792,'bicycle-built-for-two',"['Travel', 'Travel']",3
1793,'tandem bicycle',"['Travel', 'Travel']",3
1794,'tandem',"['Travel', 'Travel']",3
1795,'bittern',"['Travel', 'Travel']",3
1796,'black grouse',"['Home & Garden', 'Home & Garden']",3
1797,'black stork',"['Travel', 'Travel']",3
1798,'Ciconia nigra',"['Travel', 'Travel']",3
1799,'buckle',"['Automotive', 'Automotive']",3
1800,'cab',"['Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel']",3
1801,'hack',"['Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel']",3
1802,'taxi',"['Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel']",3
1803,'taxicab',"['Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel']",3
1804,'can opener',"['Food & Drink', 'Food & Drink']",3
1805,'tin opener',"['Food & Drink', 'Food & Drink']",3
1806,'canoe',"['Travel', 'Healthy Living', 'Home & Garden', 'Travel', 'Travel', 'Healthy Living', 'Home & Garden', 'Travel']",3
1807,'castle',"['Events and Attractions', 'Travel', 'Education', 'Events and Attractions', 'Travel', 'Education']",3
1808,'CD player',"['Music and Audio', 'Music and Audio']",3
1809,'chain mail',"['Events and Attractions', 'Television', 'Events and Attractions', 'Television']",3
1810,'ring mail',"['Events and Attractions', 'Television', 'Events and Attractions', 'Television']",3
1811,'mail',"['Events and Attractions', 'Television', 'Events and Attractions', 'Television']",3
1812,'chain armor',"['Events and Attractions', 'Television', 'Events and Attractions', 'Television']",3
1813,'chain armour',"['Events and Attractions', 'Television', 'Events and Attractions', 'Television']",3
1814,'ring armor',"['Events and Attractions', 'Television', 'Events and Attractions', 'Television']",3
1815,'ring armour',"['Events and Attractions', 'Television', 'Events and Attractions', 'Television']",3
1816,'cheetah',"['Education', 'Education']",3
1817,'chetah',"['Education', 'Education']",3
1818,'Acinonyx jubatus',"['Education', 'Education']",3
1819,'cliff dwelling',"['Travel', 'Education', 'Travel', 'Education']",3
1820,'cliff',"['Real Estate', 'Travel', 'Real Estate', 'Travel']",3
1821,'drop',"['Real Estate', 'Travel', 'Real Estate', 'Travel']",3
1822,'drop-off',"['Real Estate', 'Travel', 'Real Estate', 'Travel']",3
1823,'cougar',"['Travel', 'Travel']",3
1824,'puma',"['Travel', 'Travel']",3
1825,'catamount',"['Travel', 'Travel']",3
1826,'mountain lion',"['Travel', 'Travel']",3
1827,'painter',"['Travel', 'Travel']",3
1828,'panther',"['Travel', 'Travel']",3
1829,'Felis concolor',"['Travel', 'Travel']",3
1830,'crane (bird)',"['Travel', 'Travel']",3
1831,'cup',"['Style & Fashion', 'Home & Garden', 'Style & Fashion', 'Home & Garden']",3
1832,'desk',"['Education', 'Business and Finance', 'Education', 'Business and Finance']",3
1833,'dining table',"['Events and Attractions', 'Style & Fashion', 'Events and Attractions', 'Style & Fashion']",3
1834,'board',"['Events and Attractions', 'Style & Fashion', 'Events and Attractions', 'Style & Fashion']",3
1835,'dock',"['Real Estate', 'Real Estate']",3
1836,'dockage',"['Real Estate', 'Real Estate']",3
1837,'docking facility',"['Real Estate', 'Real Estate']",3
1838,'dogsled',"['Sports', 'Sports']",3
1839,'dog sled',"['Sports', 'Sports']",3
1840,'dog sleigh',"['Sports', 'Sports']",3
1841,'dome',"['Travel', 'Religion & Spirituality', 'Travel', 'Religion & Spirituality']",3
1842,'drilling platform',"['Real Estate', 'Real Estate']",3
1843,'offshore rig',"['Real Estate', 'Real Estate']",3
1844,'fig',"['Home & Garden', 'Home & Garden']",3
1845,'file',"['Business and Finance', 'Home & Garden', 'Business and Finance', 'Home & Garden']",3
1846,'file cabinet',"['Business and Finance', 'Home & Garden', 'Business and Finance', 'Home & Garden']",3
1847,'filing cabinet',"['Business and Finance', 'Home & Garden', 'Business and Finance', 'Home & Garden']",3
1848,'flagpole',"['Sports', 'Sports']",3
1849,'flagstaff',"['Sports', 'Sports']",3
1850,'four-poster',"['Style & Fashion', 'Style & Fashion']",3
1851,'freight car',"['Automotive', 'Automotive']",3
1852,'geyser',"['Travel', 'Travel']",3
1853,'giant panda',"['Events and Attractions', 'Events and Attractions']",3
1854,'panda',"['Events and Attractions', 'Events and Attractions']",3
1855,'panda bear',"['Events and Attractions', 'Events and Attractions']",3
1856,'coon bear',"['Events and Attractions', 'Events and Attractions']",3
1857,'Ailuropoda melanoleuca',"['Events and Attractions', 'Events and Attractions']",3
1858,'go-kart',"['Travel', 'Sports', 'Pop Culture', 'Travel', 'Sports', 'Pop Culture']",3
1859,'half track',"['Technology & Computing', 'Technology & Computing']",3
1860,'hay',"['Food & Drink', 'Home & Garden', 'Food & Drink', 'Home & Garden']",3
1861,'hen-of-the-woods',"['Food & Drink', 'Healthy Living', 'Food & Drink', 'Healthy Living']",3
1862,'hen of the woods',"['Food & Drink', 'Healthy Living', 'Food & Drink', 'Healthy Living']",3
1863,'Polyporus frondosus',"['Food & Drink', 'Healthy Living', 'Food & Drink', 'Healthy Living']",3
1864,'Grifola frondosa',"['Food & Drink', 'Healthy Living', 'Food & Drink', 'Healthy Living']",3
1865,'horse cart',"['Hobbies & Interests', 'Pets', 'Sports', 'Hobbies & Interests', 'Pets', 'Sports']",3
1866,'horse-cart',"['Hobbies & Interests', 'Pets', 'Sports', 'Hobbies & Interests', 'Pets', 'Sports']",3
1867,'manhole cover',"['Hobbies & Interests', 'Hobbies & Interests']",3
1868,'Marine',"['Hobbies & Interests', 'Hobbies & Interests']",3
1869,'mosque',"['Religion & Spirituality', 'Religion & Spirituality']",3
1870,'oxygen mask',"['Medical Health', 'Medical Health']",3
1871,'steel arch bridge',"['Hobbies & Interests', 'Hobbies & Interests']",3
1872,'stole',"['Style & Fashion', 'Style & Fashion']",3
1873,'stone wall',"['Home & Garden', 'Home & Garden']",3
1874,Cutting board,"['Food & Drink', 'Food & Drink']",3
1875,electric ray,"['Pets', 'Pets']",3
